c_label,collection_type,island,species_id,pcr_positive,worms_on_sample,longitude,latitude,multiple_type
C-0963,No Nematode,Kauai,NA,NA,No,-159.391692,22.086778,no
C-0965,No Nematode,Kauai,NA,NA,No,-159.660442,22.131499,no
C-0967,No Nematode,Kauai,NA,NA,No,-159.387828,22.085392,no
C-0968,No Nematode,Kauai,NA,NA,No,-159.478881,22.193453,no
C-0969,No Nematode,Kauai,NA,NA,No,-159.660256,22.131234,no
C-0970,No Nematode,Kauai,NA,NA,No,-159.660546,22.131623,no
C-0972,No Nematode,Kauai,NA,NA,No,-159.478961,22.193228,no
C-0974,No Nematode,Kauai,NA,NA,No,-159.678803,22.117714,no
C-0975,No Nematode,Kauai,NA,NA,No,-159.363089,21.950083,no
C-0977,No Nematode,Kauai,NA,NA,No,-159.6604194,22.1315326,no
C-0978,No Nematode,Kauai,NA,NA,No,-159.660501,22.131663,no
C-0979,No Nematode,Kauai,NA,NA,No,-159.665856,22.12015,no
C-0981,No Nematode,Kauai,NA,NA,No,-159.660422,22.131536,no
C-0984,No Nematode,Kauai,NA,NA,No,-159.478858,22.192736,no
C-0985,No Nematode,Kauai,NA,NA,No,-159.686211,22.119683,no
C-0987,No Nematode,Kauai,NA,NA,No,-159.664458,22.121981,no
C-0988,No Nematode,Kauai,NA,NA,No,-159.478753,22.192642,no
C-0992,No Nematode,Kauai,NA,NA,No,-159.478975,22.192453,no
C-0993,No Nematode,Kauai,NA,NA,No,-159.690811,22.121783,no
C-0997,No Nematode,Kauai,NA,NA,No,-159.681535,22.11847836,no
C-0999,No Nematode,Kauai,NA,NA,No,-159.668039,22.117697,no
C-1001,No Nematode,Kauai,NA,NA,No,-159.68245,22.119092,no
C-1003,No Nematode,Kauai,NA,NA,No,-159.664392,22.121858,no
C-1005,No Nematode,Kauai,NA,NA,No,-159.660421,22.131521,no
C-1006,No Nematode,Kauai,NA,NA,?,-159.387586,22.085186,no
C-1007,No Nematode,Kauai,NA,NA,No,-159.664392,22.121836,no
C-1009,No Nematode,Kauai,NA,NA,No,-159.686536,22.119928,no
C-1013,No Nematode,Kauai,NA,NA,No,-159.657517,22.130244,no
C-1014,No Nematode,Kauai,NA,NA,No,-159.392933,22.088497,no
C-1015,No Nematode,Kauai,NA,NA,No,-159.664339,22.121783,no
C-1016,No Nematode,Kauai,NA,NA,No,-159.478614,22.194364,no
C-1017,No Nematode,Kauai,NA,NA,No,-159.672346,22.114223,no
C-1021,No Nematode,Kauai,NA,NA,No,-159.426456,22.088514,no
C-1023,No Nematode,Kauai,NA,NA,No,-159.427797,22.089064,no
C-1025,No Nematode,Kauai,NA,NA,No,-159.427222,22.085683,no
C-1036,No Nematode,Kauai,NA,NA,No,-159.42975,22.090053,no
C-1038,No Nematode,Kauai,NA,NA,No,-159.431461,22.092114,no
C-1039,No Nematode,Kauai,NA,NA,No,-159.426042,22.081508,no
C-1046,No Nematode,Kauai,NA,NA,No,-159.389544,22.103917,no
C-1050,No Nematode,Kauai,NA,NA,No,-159.391561,22.103692,no
C-1051,No Nematode,Kauai,NA,NA,No,-159.392489,22.103719,no
C-1052,No Nematode,Kauai,NA,NA,No,-159.392625,22.103706,no
C-1054,No Nematode,Kauai,NA,NA,No,-159.392614,22.103689,no
C-1055,No Nematode,Maui,NA,NA,No,-156.522503,20.878544,no
C-1057,No Nematode,Molokai,NA,NA,No,-156.998987,21.140844,no
C-1058,No Nematode,Molokai,NA,NA,No,-156.965894,21.138089,no
C-1060,No Nematode,Molokai,NA,NA,No,-156.962525,21.138872,no
C-1063,No Nematode,Kauai,NA,NA,?,-159.66048349997737,22.131572000011897,no
C-1064,No Nematode,Kauai,NA,NA,No,-159.6604140000007,22.131548500000196,no
C-1068,No Nematode,Kauai,NA,NA,No,-159.417522,22.071372,no
C-1077,No Nematode,Kauai,NA,NA,No,-159.41538145000342,22.07341009000214,no
C-1080,No Nematode,Kauai,NA,NA,No,-159.478172,22.194939,no
C-1081,No Nematode,Kauai,NA,NA,No,-159.478722,22.194144,no
C-1082,No Nematode,Kauai,NA,NA,No,-159.478747,22.193561,no
C-1085,No Nematode,Kauai,NA,NA,No,-159.479322,22.191625,no
C-1088,No Nematode,Kauai,NA,NA,No,-159.480736,22.189136,no
C-1090,No Nematode,Kauai,NA,NA,No,-159.480417,22.188197,no
C-1092,No Nematode,Kauai,NA,NA,No,-159.478044,22.195117,no
C-1093,No Nematode,Kauai,NA,NA,No,-159.480406,22.190422,no
C-1097,No Nematode,Kauai,NA,NA,No,-159.480758,22.189136,no
C-1099,No Nematode,Maui,NA,NA,No,-156.508417,20.937403,no
C-1101,No Nematode,Kauai,NA,NA,No,-159.480739,22.189097,no
C-1102,No Nematode,Maui,NA,NA,No,-156.50815,20.93695,no
C-1103,No Nematode,Maui,NA,NA,No,-156.546286,20.880644,no
C-1105,No Nematode,Kauai,NA,NA,No,-159.480689,22.188819,no
C-1106,No Nematode,Maui,NA,NA,No,-156.546769,20.880222,no
C-1107,No Nematode,Maui,NA,NA,No,-156.546783,20.880544,no
C-1109,No Nematode,Kauai,NA,NA,No,-159.480447,22.188075,no
C-1111,No Nematode,Maui,NA,NA,No,-156.520236,20.878997,no
C-1112,No Nematode,Maui,NA,NA,No,-156.330753,20.676911,no
C-1113,No Nematode,Kauai,NA,NA,No,-159.480094,22.187639,no
C-1116,No Nematode,Maui,NA,NA,No,-156.504575,20.932556,no
C-1117,No Nematode,Kauai,NA,NA,No,-159.480006,22.187006,no
C-1123,No Nematode,Maui,NA,NA,No,-156.536397,20.949378,no
C-1127,No Nematode,Maui,NA,NA,No,-156.533403,20.951906,no
C-1140,No Nematode,Maui,NA,NA,No,-156.535316,20.949421,no
C-1146,No Nematode,Maui,NA,NA,No,-156.339489,20.6705,no
C-1148,No Nematode,Kauai,NA,NA,No,-159.657161,22.129439,no
C-1162,No Nematode,Maui,NA,NA,No,-156.508297,20.937681,no
C-1163,No Nematode,Kauai,NA,NA,No,-159.655667,22.124003,no
C-1170,No Nematode,Maui,NA,NA,No,-156.339903,20.668544,no
C-1174,No Nematode,Maui,NA,NA,No,-156.339594,20.669472,no
C-1177,No Nematode,Maui,NA,NA,No,-156.336881,20.670222,no
C-1178,No Nematode,Maui,NA,NA,No,-156.339094,20.669761,no
C-1181,No Nematode,Maui,NA,NA,No,-156.5073,20.935947,no
C-1183,No Nematode,Kauai,NA,NA,No,-159.656956,22.122867,no
C-1194,No Nematode,Kauai,NA,NA,No,-159.655092,22.124472,no
C-1198,No Nematode,Kauai,NA,NA,No,-159.654392,22.124408,no
C-1199,No Nematode,Kauai,NA,NA,No,-159.651347,22.125006,no
C-1201,No Nematode,Maui,NA,NA,No,-156.517419,20.880957,no
C-1207,No Nematode,Maui,NA,NA,No,-156.523449,20.878187,no
C-1210,No Nematode,Maui,NA,NA,No,-156.150537,20.854776,no
C-1213,No Nematode,Maui,NA,NA,No,-156.150537,20.854776,no
C-1227,No Nematode,Maui,NA,NA,No,-156.546598,20.880161,no
C-1233,No Nematode,Maui,NA,NA,No,-156.150537,20.854776,no
C-1237,No Nematode,Maui,NA,NA,No,-156.150537,20.854776,no
C-1243,No Nematode,Maui,NA,NA,No,-156.518838,20.880083,no
C-1247,No Nematode,Maui,NA,NA,No,-156.51959,20.879351,no
C-1249,No Nematode,Maui,NA,NA,No,-156.150537,20.854776,no
C-1250,No Nematode,Maui,NA,NA,No,-156.521069,20.878714,no
C-1261,No Nematode,Maui,NA,NA,No,-156.315775,20.691389,no
C-1262,No Nematode,Maui,NA,NA,No,-156.304325,20.723322,no
C-1264,No Nematode,Maui,NA,NA,No,-155.993553,20.762969,no
C-1272,No Nematode,Maui,NA,NA,No,-156.304358,20.723333,no
C-1276,No Nematode,Maui,NA,NA,No,-156.304311,20.723239,no
C-1286,No Nematode,Kauai,NA,NA,No,-159.674411,22.09445,no
C-1287,No Nematode,Kauai,NA,NA,No,-159.657908,22.130728,no
C-1293,No Nematode,Kauai,NA,NA,?,-159.658356,22.129211,no
C-1296,No Nematode,Kauai,NA,NA,No,-159.658353,22.129211,no
C-1297,No Nematode,Kauai,NA,NA,No,-159.6715,22.112164,no
C-1299,No Nematode,Kauai,NA,NA,No,-159.656714,22.122711,no
C-1301,No Nematode,Kauai,NA,NA,No,-159.656647,22.123103,no
C-1302,No Nematode,Kauai,NA,NA,No,-159.656094,22.123753,no
C-1306,No Nematode,Kauai,NA,NA,No,-159.656128,22.123775,no
C-1313,No Nematode,Maui,NA,NA,No,-156.230189,20.743919000000002,no
C-1315,No Nematode,Maui,NA,NA,No,-156.230058,20.744297,no
C-1316,No Nematode,Maui,NA,NA,No,-156.237149,20.767886,no
C-1322,No Nematode,Maui,NA,NA,No,-156.334383,20.682681,no
C-1337,No Nematode,Maui,NA,NA,No,-156.337742,20.676692,no
C-1341,No Nematode,Maui,NA,NA,No,-156.337539,20.676989,no
C-1348,No Nematode,Maui,NA,NA,No,-156.456922,20.747703,no
C-1349,No Nematode,Maui,NA,NA,No,-156.337517,20.6776,no
C-1352,No Nematode,Maui,NA,NA,No,-156.456806,20.748169,no
C-1354,No Nematode,Molokai,NA,NA,No,-156.962378,21.138883,no
C-1356,No Nematode,Maui,NA,NA,No,-156.456394,20.748117,no
C-1366,No Nematode,Molokai,NA,NA,No,-156.965969,21.137958,no
C-1370,No Nematode,Molokai,NA,NA,No,-156.965861,21.138067,no
C-1374,No Nematode,Molokai,NA,NA,No,-156.965911,21.138125,no
C-1377,No Nematode,Maui,NA,NA,No,-156.333222,20.683336,no
C-1379,No Nematode,Maui,NA,NA,No,-156.140148,20.840421,no
C-1382,No Nematode,Maui,NA,NA,No,-156.043906,20.661569,no
C-1389,No Nematode,Maui,NA,NA,No,-156.045222,20.662572,no
C-1396,No Nematode,Maui,NA,NA,No,-156.049072,20.66505,no
C-1397,No Nematode,Maui,NA,NA,No,-156.049072,20.66505,no
C-1458,No Nematode,Maui,NA,NA,No,-156.357067,20.704694,no
C-1459,No Nematode,Maui,NA,NA,No,-156.323365,20.7422012,no
C-1460,No Nematode,Maui,NA,NA,No,-156.2358327,20.767559,no
C-1461,No Nematode,Maui,NA,NA,No,-156.235875,20.767587,no
C-1462,No Nematode,Maui,NA,NA,No,-156.2366844,20.7685484,no
C-1463,No Nematode,Maui,NA,NA,No,-156.235855,20.767618,no
C-1469,No Nematode,Maui,NA,NA,No,-156.323875,20.741484,no
C-1471,No Nematode,Maui,NA,NA,No,-156.237148,20.767893,no
C-1473,No Nematode,Maui,NA,NA,No,-156.32388,20.741491,no
C-1481,No Nematode,Maui,NA,NA,No,-156.32344,20.741842,no
C-1482,No Nematode,Maui,NA,NA,No,-156.323365,20.7422012,no
C-1485,No Nematode,Maui,NA,NA,No,-156.278061,20.805685,no
C-1487,No Nematode,Maui,NA,NA,No,-156.278061,20.805685,no
C-1491,No Nematode,Maui,NA,NA,No,-156.278061,20.805685,no
C-1492,No Nematode,Maui,NA,NA,No,-156.278061,20.805685,no
C-1493,No Nematode,Maui,NA,NA,No,-156.324124,20.741846,no
C-1494,No Nematode,Maui,NA,NA,No,-156.324147,20.74176,no
C-1495,No Nematode,Maui,NA,NA,?,-156.278061,20.805685,no
C-1496,No Nematode,Maui,NA,NA,No,-156.324562,20.742449,no
C-1498,No Nematode,Maui,NA,NA,No,-156.323764,20.741914,no
C-1501,No Nematode,Maui,NA,NA,No,-156.323909,20.741875,no
C-1502,No Nematode,Maui,NA,NA,No,-156.323491,20.741982,no
C-1504,No Nematode,Maui,NA,NA,No,-156.323481,20.741899,no
C-1505,No Nematode,Maui,NA,NA,No,-156.323365,20.742201,no
C-1518,No Nematode,Maui,NA,NA,No,-156.049033,20.66489,no
C-1525,No Nematode,Maui,NA,NA,No,-156.041417,20.662653,no
C-1526,No Nematode,Maui,NA,NA,No,-156.043808,20.663194,no
C-1528,No Nematode,Maui,NA,NA,No,-156.02851,20.684114,no
C-1531,No Nematode,Maui,NA,NA,No,-155.997039,20.70297,no
C-1532,No Nematode,Maui,NA,NA,No,-156.043056,20.661989,no
C-2523,No Nematode,Maui,NA,NA,No,-156.140111,20.840114,no
C-2529,No Nematode,Maui,NA,NA,No,-156.056753,20.673808,no
C-2551,No Nematode,Maui,NA,NA,?,-156.310106,20.887892,no
C-2555,No Nematode,Maui,NA,NA,No,-156.456622,20.74805,no
C-2559,No Nematode,Maui,NA,NA,No,-156.456872,20.747686,no
C-2565,No Nematode,Maui,NA,NA,No,-156.055758,20.671164,no
C-2577,No Nematode,Maui,NA,NA,No,-156.056261,20.672364,no
C-2586,No Nematode,Maui,NA,NA,No,-156.057039,20.675631,no
C-2596,No Nematode,Maui,NA,NA,No,-156.04902,20.664928,no
C-2598,No Nematode,Maui,NA,NA,No,-156.04903500000034,20.664924500000645,no
C-2599,No Nematode,Maui,NA,NA,No,-156.0490165,20.664919000000207,no
C-2602,No Nematode,Maui,NA,NA,No,-156.049072,20.664844,no
C-2605,No Nematode,Maui,NA,NA,No,-156.049008,20.664903,no
C-2608,No Nematode,Maui,NA,NA,No,-156.12543,20.816459,no
C-2611,No Nematode,Maui,NA,NA,No,-156.125361,20.816852,no
C-2618,No Nematode,Maui,NA,NA,No,-156.137214,20.821498,no
C-2624,No Nematode,Maui,NA,NA,No,-156.138509,20.820161,no
C-2626,No Nematode,Maui,NA,NA,No,-156.354158,20.706461,no
C-2629,No Nematode,Maui,NA,NA,No,-156.125701,20.81723,no
C-2643,No Nematode,Kauai,NA,NA,No,-159.658711,22.049578,no
C-2646,No Nematode,Kauai,NA,NA,No,-159.667792,22.117742,no
C-2649,No Nematode,Kauai,NA,NA,No,-159.664528,22.121969,no
C-2653,No Nematode,Kauai,NA,NA,No,-159.664392,22.121914,no
C-2654,No Nematode,Kauai,NA,NA,No,-159.664381,22.121947,no
C-2655,No Nematode,Kauai,NA,NA,No,-159.664475,22.121864,no
C-2656,No Nematode,Kauai,NA,NA,No,-159.664464,22.121872,no
C-2657,No Nematode,Kauai,NA,NA,No,-159.664517,22.121883,no
C-2661,No Nematode,Kauai,NA,NA,No,-159.664453,22.121869,no
C-2664,No Nematode,Kauai,NA,NA,No,-159.660008,22.129483,no
C-2665,No Nematode,Kauai,NA,NA,No,-159.660083,22.129583,no
C-2666,No Nematode,Kauai,NA,NA,No,-159.66025,22.1313,no
C-2667,No Nematode,Kauai,NA,NA,?,-159.660231,22.130006,no
C-2674,No Nematode,Big Island,NA,NA,No,-155.224714,19.387214,no
C-2675,No Nematode,Big Island,NA,NA,No,-155.227156,19.391367,no
C-2678,No Nematode,Big Island,NA,NA,No,-155.218467,19.37735,no
C-2683,No Nematode,Big Island,NA,NA,No,-155.228522,19.392933,no
C-2687,No Nematode,Big Island,NA,NA,No,-155.227161,19.391469,no
C-2688,No Nematode,Big Island,NA,NA,No,-155.140633,19.902667,no
C-2689,No Nematode,Big Island,NA,NA,No,-155.21805,19.369681,no
C-2691,No Nematode,Big Island,NA,NA,No,-155.229969,19.395539,no
C-2692,No Nematode,Big Island,NA,NA,No,-155.142708,19.900408,no
C-2693,No Nematode,Big Island,NA,NA,No,-155.218414,19.368681,no
C-2699,No Nematode,Big Island,NA,NA,No,-155.229744,19.395439,no
C-2701,No Nematode,Kauai,NA,NA,No,-159.659994,22.129581,no
C-2704,No Nematode,Big Island,NA,NA,No,-155.870822,19.275356,no
C-2705,No Nematode,Kauai,NA,NA,No,-159.660047,22.129872,no
C-2707,No Nematode,Kauai,NA,NA,No,-159.660478,22.132817,no
C-2709,No Nematode,Kauai,NA,NA,No,-159.660142,22.13,no
C-2710,No Nematode,Kauai,NA,NA,No,-159.660092,22.131092,no
C-2711,No Nematode,Kauai,NA,NA,No,-159.652492,22.124922,no
C-2713,No Nematode,Kauai,NA,NA,?,-159.660364,22.130228,no
C-2715,No Nematode,Kauai,NA,NA,No,-159.651942,22.124786,no
C-2716,No Nematode,Big Island,NA,NA,No,-155.975272,19.688011,no
C-2717,No Nematode,Kauai,NA,NA,No,-159.660333,22.130353,no
C-2721,No Nematode,Kauai,NA,NA,No,-159.660094,22.13075,no
C-2725,No Nematode,Kauai,NA,NA,No,-159.660231,22.131736,no
C-2726,No Nematode,Kauai,NA,NA,No,-159.653436,22.124356,no
C-2730,No Nematode,Kauai,NA,NA,No,-159.655908,22.123933,no
C-2733,No Nematode,Kauai,NA,NA,No,-159.660589,22.132858,no
C-2736,No Nematode,Big Island,NA,NA,No,-155.870792,19.275317,no
C-2740,No Nematode,Big Island,NA,NA,No,-155.870861,19.275261,no
C-2741,No Nematode,Kauai,NA,NA,No,-159.660072,22.132433,no
C-2743,No Nematode,Big Island,NA,NA,No,-155.94903299999999,19.718978,no
C-2746,No Nematode,Kauai,NA,NA,No,-159.660167,22.130953,no
C-2748,No Nematode,Big Island,NA,NA,No,-155.948747,19.718525,no
C-2749,No Nematode,Kauai,NA,NA,No,-159.650219,22.125181,no
C-2750,No Nematode,Kauai,NA,NA,No,-159.66055,22.131522,no
C-2751,No Nematode,Big Island,NA,NA,No,-155.825267,19.109456,no
C-2754,No Nematode,Kauai,NA,NA,No,-159.660269,22.131761,no
C-2755,No Nematode,Big Island,NA,NA,No,-155.873036,19.327411,no
C-2764,No Nematode,Big Island,NA,NA,No,-155.444733,20.040961,no
C-2788,No Nematode,Big Island,NA,NA,No,-155.6154,19.075967,no
C-2792,No Nematode,Big Island,NA,NA,No,-155.236992,19.452044,no
C-2793,No Nematode,Big Island,NA,NA,No,-155.237997,19.453811,no
C-2808,No Nematode,Big Island,NA,NA,No,-155.221286,19.425244,no
C-2809,No Nematode,Big Island,NA,NA,No,-155.222586,19.424083,no
C-2810,No Nematode,Big Island,NA,NA,No,-155.222286,19.424414,no
C-2814,No Nematode,Big Island,NA,NA,No,-155.221625,19.424939,no
C-2816,No Nematode,Big Island,NA,NA,No,-155.222478,19.423864,no
C-2818,No Nematode,Big Island,NA,NA,No,-155.222547,19.423881,no
C-2820,No Nematode,Big Island,NA,NA,No,-155.222485,19.42388613,no
C-2823,No Nematode,Big Island,NA,NA,?,-155.117447,19.715881,no
C-2829,No Nematode,Big Island,NA,NA,No,-155.142611,19.900392,no
C-2833,No Nematode,Big Island,NA,NA,No,-155.068106,19.589261,no
C-2847,No Nematode,Big Island,NA,NA,No,-155.068347,19.589739,no
C-2851,No Nematode,Big Island,NA,NA,No,-155.109236,19.718822,no
C-2854,No Nematode,Big Island,NA,NA,No,-155.143003,19.900294,no
C-2860,No Nematode,Big Island,NA,NA,No,-155.441617,20.039911,no
C-2862,No Nematode,Big Island,NA,NA,No,-155.117511,19.715922,no
C-2863,No Nematode,Big Island,NA,NA,No,-155.303825,19.439186,no
C-2864,No Nematode,Big Island,NA,NA,No,-155.222447,19.423889,no
C-2867,No Nematode,Big Island,NA,NA,No,-155.238258,19.413433,no
C-2869,No Nematode,Big Island,NA,NA,No,-155.3725828,19.67078586,no
C-2877,No Nematode,Big Island,NA,NA,No,-155.372578,19.670792,no
C-2878,No Nematode,Big Island,NA,NA,?,-155.143011,19.900306,no
C-2897,No Nematode,Big Island,NA,NA,No,-155.442425,20.040247,no
C-2899,No Nematode,Big Island,NA,NA,No,-155.44375,20.040767,no
C-2901,No Nematode,Big Island,NA,NA,No,-155.444044,20.040517,no
C-2917,No Nematode,Big Island,NA,NA,No,-155.821219,19.113881,no
C-2923,No Nematode,Big Island,NA,NA,No,-155.785489,19.122489,no
C-2935,No Nematode,Big Island,NA,NA,No,-155.461233,19.223325,no
C-2940,No Nematode,Big Island,NA,NA,No,-155.327672,19.407581,no
C-2946,No Nematode,Big Island,NA,NA,?,-155.233497,19.402642,no
C-2974,No Nematode,Big Island,NA,NA,No,-155.94863899999999,19.720131,no
C-2980,No Nematode,Big Island,NA,NA,No,-154.903608,19.482775,no
C-2981,No Nematode,Big Island,NA,NA,?,-155.335861,19.440814,no
C-2982,No Nematode,Big Island,NA,NA,No,-155.239294,19.426131,no
C-2986,No Nematode,Big Island,NA,NA,?,-155.067194,19.589728,no
C-2993,No Nematode,Big Island,NA,NA,No,-155.237358,19.453867,no
C-2995,No Nematode,Big Island,NA,NA,No,-155.622392,19.086536,no
C-2996,No Nematode,Big Island,NA,NA,No,-155.241564,19.453197,no
C-3000,No Nematode,Big Island,NA,NA,No,-155.241553,19.453186,no
C-3001,No Nematode,Big Island,NA,NA,No,-155.261067,19.431928,no
C-3002,No Nematode,Big Island,NA,NA,No,-155.262606,19.432472,no
C-3004,No Nematode,Big Island,NA,NA,No,-155.263519,19.432583,no
C-3016,No Nematode,Big Island,NA,NA,No,-155.303758,19.439225,no
C-3034,No Nematode,Big Island,NA,NA,No,-155.224617,19.356044,no
C-3038,No Nematode,Big Island,NA,NA,No,-155.224919,19.3542,no
C-3045,No Nematode,Big Island,NA,NA,No,-155.221994,19.424522,no
C-3047,No Nematode,Big Island,NA,NA,No,-155.222106,19.424492,no
C-3055,No Nematode,Big Island,NA,NA,No,-155.222453,19.423853,no
C-3064,No Nematode,Big Island,NA,NA,No,-155.237447,19.452986,no
C-3076,No Nematode,Big Island,NA,NA,No,-155.237864,19.453617,no
C-3079,No Nematode,Big Island,NA,NA,?,-155.439492,20.03985,no
C-3081,No Nematode,Big Island,NA,NA,No,-155.068783,19.590797,no
C-3089,No Nematode,Big Island,NA,NA,No,-155.222614,19.423964,no
C-3090,No Nematode,Big Island,NA,NA,No,-155.673528,20.020458,no
C-3092,No Nematode,Big Island,NA,NA,No,-155.237436,19.45295,no
C-3094,No Nematode,Big Island,NA,NA,No,-155.673572,20.020775,no
C-3121,No Nematode,Big Island,NA,NA,No,-155.469108,20.056967,no
C-3135,No Nematode,Big Island,NA,NA,No,-155.443494,20.032681,no
C-3137,No Nematode,Big Island,NA,NA,?,-155.438336,20.039019,no
C-3142,No Nematode,Big Island,NA,NA,?,-155.821778,19.11345,no
C-3157,No Nematode,Big Island,NA,NA,No,-155.948531,19.719325,no
C-3165,No Nematode,Big Island,NA,NA,?,-155.948583,19.719567,no
C-3181,No Nematode,Big Island,NA,NA,No,-155.443147,20.033072,no
C-3191,No Nematode,Big Island,NA,NA,No,-155.620433,19.092114,no
C-3192,No Nematode,Big Island,NA,NA,No,-155.239486,19.426133,no
C-3195,No Nematode,Big Island,NA,NA,No,-155.239256,19.426122,no
C-3210,No Nematode,Big Island,NA,NA,No,-155.620186,19.092894,no
C-3211,No Nematode,Big Island,NA,NA,No,-155.239625,19.426014,no
C-3214,No Nematode,Big Island,NA,NA,No,-155.620086,19.093275,no
C-3218,No Nematode,Big Island,NA,NA,No,-155.619961,19.093903,no
C-3220,No Nematode,Big Island,NA,NA,No,-155.196731,19.447106,no
C-3226,No Nematode,Big Island,NA,NA,No,-155.619678,19.094575,no
C-3235,No Nematode,Big Island,NA,NA,No,-155.239644,19.425783,no
C-3236,No Nematode,Big Island,NA,NA,No,-155.239097,19.426092,no
C-3241,No Nematode,Big Island,NA,NA,No,-155.819039,19.115258,no
C-3244,No Nematode,Big Island,NA,NA,No,-155.820169,19.114589,no
C-3257,No Nematode,Big Island,NA,NA,No,-155.820144,19.118011,no
C-3262,No Nematode,Big Island,NA,NA,No,-155.8205,19.114358,no
C-3263,No Nematode,Big Island,NA,NA,No,-155.948517,19.719289,no
C-3273,No Nematode,Big Island,NA,NA,No,-155.819556,19.120403,no
C-3279,No Nematode,Big Island,NA,NA,?,-155.821061,19.114033,no
C-3280,No Nematode,Big Island,NA,NA,No,-155.372706,19.670875,no
C-3283,No Nematode,Big Island,NA,NA,No,-155.820833,19.114308,no
C-3284,No Nematode,Big Island,NA,NA,No,-155.345672,19.672353,no
C-3285,No Nematode,Big Island,NA,NA,No,-155.820125,19.114697,no
C-3300,No Nematode,Big Island,NA,NA,No,-155.820806,19.114269,no
C-3308,No Nematode,Big Island,NA,NA,?,-155.441708,20.036875,no
C-3309,No Nematode,Big Island,NA,NA,No,-155.068675,19.727067,no
C-3310,No Nematode,Big Island,NA,NA,No,-154.901356,19.483486,no
C-3313,No Nematode,Big Island,NA,NA,No,-155.068289,19.726017,no
C-3349,No Nematode,Big Island,NA,NA,No,-154.902392,19.483347,no
C-3350,No Nematode,Big Island,NA,NA,No,-155.065183,19.728614,no
C-3356,No Nematode,Big Island,NA,NA,No,-155.162428,19.932167,no
C-3368,No Nematode,Big Island,NA,NA,No,-155.334642,19.442744,no
C-3380,No Nematode,Big Island,NA,NA,No,-155.620242,19.093208,no
C-3412,No Nematode,Big Island,NA,NA,No,-155.233531,19.429997,no
C-3417,No Nematode,Big Island,NA,NA,No,-154.902728,19.483178,no
C-3419,No Nematode,Big Island,NA,NA,No,-155.233625,19.429958,no
C-3489,No Nematode,Big Island,NA,NA,No,-155.09325,19.772678,no
C-3501,No Nematode,Big Island,NA,NA,No,-155.102489,19.811206,no
C-3510,No Nematode,Big Island,NA,NA,No,-155.217781,19.954828,no
C-3521,No Nematode,Big Island,NA,NA,No,-155.154472,19.921528,no
C-0008,Not genotyped,Oahu,NA,NA,Tracks,-157.722289,21.307517,no
C-0014,Not genotyped,Oahu,NA,NA,Tracks,-157.721019,21.311314,no
C-0016,Not genotyped,Oahu,NA,NA,Yes,-157.722458,21.314133000000002,no
C-0022,Not genotyped,Oahu,NA,NA,Yes,-157.722117,21.313558,no
C-0027,Not genotyped,Oahu,NA,NA,Tracks,-157.801125,21.333292,no
C-0034,Not genotyped,Oahu,NA,NA,Yes,-157.806203,21.386039,no
C-0036,Not genotyped,Oahu,NA,NA,Tracks,-157.803325,21.381903,no
C-0040,Not genotyped,Oahu,NA,NA,Yes,-157.799769,21.380525,no
C-0041,Not genotyped,Oahu,NA,NA,Yes,-157.723156,21.306561,no
C-0043,Not genotyped,Oahu,NA,NA,Yes,-157.857283,21.315943999999998,no
C-0045,Not genotyped,Oahu,NA,NA,Yes,-157.855097,21.320142,no
C-0046,Not genotyped,Oahu,NA,NA,Yes,-157.724197,21.306325,no
C-0048,Not genotyped,Oahu,NA,NA,Yes,-157.799853,21.379644,no
C-0050,Not genotyped,Oahu,NA,NA,Yes,-157.799903,21.379406,no
C-0056,Not genotyped,Oahu,NA,NA,Tracks,-157.721964,21.308586,no
C-0059,Not genotyped,Oahu,NA,NA,Tracks,-157.799636,21.336539,no
C-0070,Not genotyped,Oahu,NA,NA,Tracks,-157.779636,21.362181,no
C-0071,Not genotyped,Oahu,NA,NA,Tracks,-157.806342,21.351047,no
C-0073,Not genotyped,Oahu,NA,NA,Yes,-157.805953,21.351833,no
C-0075,Not genotyped,Oahu,NA,NA,Tracks,-157.779928,21.364875,no
C-0088,Not genotyped,Oahu,NA,NA,Tracks,-158.017142,21.503544,no
C-0089,Not genotyped,Oahu,NA,NA,Yes,-157.800017,21.335367,no
C-0092,Not genotyped,Oahu,NA,NA,Yes,-157.800733,21.334156,no
C-0095,Not genotyped,Oahu,NA,NA,Yes,-157.857878,21.3167,no
C-0106,Not genotyped,Oahu,NA,NA,Yes,-157.805522,21.387036,no
C-0107,Not genotyped,Kauai,NA,NA,Yes,-159.594322,22.191986,no
C-0110,Not genotyped,Kauai,NA,NA,Yes,-159.594856,22.198258,no
C-0112,Not genotyped,Kauai,NA,NA,Tracks,-159.596392,22.203839,no
C-0114,Not genotyped,Kauai,NA,NA,Tracks,-159.597381,22.206706,no
C-0122,Not genotyped,Kauai,NA,NA,Tracks,-159.587122,22.217614,no
C-0124,Not genotyped,Kauai,NA,NA,Tracks,-159.621222,22.151731,no
C-0129,Not genotyped,Kauai,NA,NA,Tracks,-159.621469,22.151492,no
C-0139,Not genotyped,Kauai,NA,NA,Yes,-159.617275,22.147472,no
C-0143,Not genotyped,Kauai,NA,NA,Tracks,-159.604683,22.148044,no
C-0145,Not genotyped,Kauai,NA,NA,Yes,-159.617131,22.153006,no
C-0149,Not genotyped,Kauai,NA,NA,Tracks,-159.628208,22.148258,no
