isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,latitude,longitude,island,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb,fixed_substrate
NA,NA,C-0241,NA,No,NA,22.13017836,-159.657766,Kauai,Wild forest,Partially Obstructed,NA,NA,NA,NA,27,NA,74.1,24.3,1118,2017-08-07,17:12:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0241.thumb.jpg,Fruit
NA,NA,C-0242,S-05243,Yes,Very Few (1-3),22.108408,-159.671308,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.1,19,73.2,23.6,1086.463768,2017-08-07,17:07:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0242.thumb.jpg,Leaf litter
NA,NA,C-0242,S-05244,Yes,Very Few (1-3),22.108408,-159.671308,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.1,19,73.2,23.6,1086.463768,2017-08-07,17:07:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0242.thumb.jpg,Leaf litter
NA,NA,C-0243,NA,No,NA,22.113939,-159.670761,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,20.1,33.5,71.7,23.6,1108.734694,2017-08-07,17:03:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0243.thumb.jpg,Leaf litter
NA,NA,C-0244,NA,No,NA,22.120075,-159.665781,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,28.4,18,52.9,26.1,1121.905405,2017-08-07,16:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0244.thumb.jpg,Leaf litter
NA,NA,C-0245,S-05286,Yes,Few (4-10),22.113936,-159.670781,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.5,3,72.7,23.6,1112.463768,2017-08-07,16:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0245.thumb.jpg,Vegetation
NA,NA,C-0245,S-05290,Yes,Few (4-10),22.113936,-159.670781,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.5,3,72.7,23.6,1112.463768,2017-08-07,16:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0245.thumb.jpg,Vegetation
NA,NA,C-0245,S-05294,Yes,Few (4-10),22.113936,-159.670781,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.5,3,72.7,23.6,1112.463768,2017-08-07,16:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0245.thumb.jpg,Vegetation
NA,NA,C-0245,S-05298,Yes,Few (4-10),22.113936,-159.670781,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.5,3,72.7,23.6,1112.463768,2017-08-07,16:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0245.thumb.jpg,Vegetation
NA,NA,C-0246,NA,No,NA,22.12957813,-159.6582361,Kauai,Urban garden,Partially Obstructed,NA,NA,NA,NA,19.9,14,62.4,23.6,1130,2017-08-07,16:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0246.thumb.jpg,Flower
NA,NA,C-0247,S-05315,Yes,Very Few (1-3),22.144611,-159.647394,Kauai,Wild grassland,Partially Obstructed,no,NA,NA,NA,17.8,31,57.8,24.277777777777782,1246.514286,2017-08-07,16:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0247.thumb.jpg,Leaf litter
NA,NA,C-0248,NA,No,NA,22.150661,-159.644767,Kauai,Wild grassland,Partially Obstructed,no,NA,NA,NA,17.8,32.5,54.4,25.6,1260.116883,2017-08-07,16:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0248.thumb.jpg,Fruit
NA,NA,C-0249,NA,No,NA,22.140033,-159.651317,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,17.8,30,61.9,23.1,1247.383178,2017-08-07,16:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0249.thumb.jpg,Leaf litter
NA,NA,C-0250,NA,No,NA,22.150686,-159.64475,Kauai,Wild grassland,Full,no,NA,NA,NA,19.8,18,44.3,31.1,1259.497436,2017-08-07,16:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0250.thumb.jpg,Flower
NA,NA,C-0251,S-07479,Yes,Some (11-25),22.074733,-159.42095,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22,NA,91,24,229.9074074,2017-08-09,07:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0251.thumb.jpg,Flower
NA,NA,C-0251,S-07492,Yes,Some (11-25),22.074733,-159.42095,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22,NA,91,24,229.9074074,2017-08-09,07:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0251.thumb.jpg,Flower
NA,NA,C-0252,NA,No,NA,22.076797,-159.422264,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.5,NA,95.3,24,248.9148352,2017-08-09,08:16:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0252.thumb.jpg,Flower
NA,NA,C-0253,S-05580,Yes,Some (11-25),22.075553,-159.421542,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.2,NA,89.7,24.9,241.0691824,2017-08-09,08:10:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0253.thumb.jpg,Flower
NA,NA,C-0253,S-05591,Yes,Some (11-25),22.075553,-159.421542,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.2,NA,89.7,24.9,241.0691824,2017-08-09,08:10:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0253.thumb.jpg,Flower
NA,NA,C-0254,NA,No,NA,22.075475,-159.421553,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.6,NA,89.2,24.7,238.6143791,2017-08-09,08:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0254.thumb.jpg,Fruit
NA,NA,C-0255,S-05511,Yes,Few (4-10),22.071869,-159.418867,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.9,58.5,94,23.3,173.4551724,2017-08-09,07:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0255.thumb.jpg,Leaf litter
NA,NA,C-0255,S-05537,Yes,Few (4-10),22.071869,-159.418867,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.9,58.5,94,23.3,173.4551724,2017-08-09,07:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0255.thumb.jpg,Leaf litter
NA,NA,C-0255,S-05538,Yes,Few (4-10),22.071869,-159.418867,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.9,58.5,94,23.3,173.4551724,2017-08-09,07:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0255.thumb.jpg,Leaf litter
NA,NA,C-0256,S-05681,Yes,Proliferating (25+),22.075008,-159.421022,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.8,NA,88.7,24.3,229.9924242,2017-08-09,08:01:00,1,C. kamaaina,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0256.thumb.jpg,Flower
NA,NA,C-0256,S-05682,Yes,Proliferating (25+),22.075008,-159.421022,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.8,NA,88.7,24.3,229.9924242,2017-08-09,08:01:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0256.thumb.jpg,Flower
NA,NA,C-0256,S-05683,Yes,Proliferating (25+),22.075008,-159.421022,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.8,NA,88.7,24.3,229.9924242,2017-08-09,08:01:00,1,C. kamaaina,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0256.thumb.jpg,Flower
NA,NA,C-0257,S-05613,Yes,Proliferating (25+),22.071756,-159.418808,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.4,NA,82.9,24.7,168.2667068,2017-08-09,07:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0257.thumb.jpg,Flower
NA,NA,C-0257,S-05637,Yes,Proliferating (25+),22.071756,-159.418808,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.4,NA,82.9,24.7,168.2667068,2017-08-09,07:48:00,1,C. oiwi,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0257.thumb.jpg,Flower
NA,NA,C-0257,S-05641,Yes,Proliferating (25+),22.071756,-159.418808,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.4,NA,82.9,24.7,168.2667068,2017-08-09,07:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0257.thumb.jpg,Flower
NA,NA,C-0258,NA,No,NA,22.078806,-159.422911,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.4,57,97.9,24.7,273.0538117,2017-08-09,08:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0258.thumb.jpg,Flower
NA,NA,C-0259,NA,Tracks,NA,22.078728,-159.423044,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,61,97,24,255.4871795,2017-08-09,08:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0259.thumb.jpg,Fruit
NA,NA,C-0260,S-07478,Yes,Very Few (1-3),22.079544,-159.423314,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.5,60.5,97,25.3,270.8769231,2017-08-09,08:29:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0260.thumb.jpg,Leaf litter
NA,NA,C-0260,S-07502,Yes,Very Few (1-3),22.079544,-159.423314,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.5,60.5,97,25.3,270.8769231,2017-08-09,08:29:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0260.thumb.jpg,Leaf litter
NA,NA,C-0261,S-07497,Yes,Some (11-25),22.081542,-159.426017,Kauai,Wild forest,Obstructed,yes,9,E,3,23.1,NA,79.5,24.9,280.1080139,2017-08-09,11:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0261.thumb.jpg,Flower
NA,NA,C-0261,S-07511,Yes,Some (11-25),22.081542,-159.426017,Kauai,Wild forest,Obstructed,yes,9,E,3,23.1,NA,79.5,24.9,280.1080139,2017-08-09,11:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0261.thumb.jpg,Flower
NA,NA,C-0262,S-05599,Yes,Few (4-10),22.081506,-159.426217,Kauai,Wild forest,Obstructed,yes,9,F,3,22,64.5,77.1,24.9,282.74375,2017-08-09,11:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0262.thumb.jpg,Leaf litter
NA,NA,C-0262,S-05605,Yes,Few (4-10),22.081506,-159.426217,Kauai,Wild forest,Obstructed,yes,9,F,3,22,64.5,77.1,24.9,282.74375,2017-08-09,11:40:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0262.thumb.jpg,Leaf litter
NA,NA,C-0262,S-05606,Yes,Few (4-10),22.081506,-159.426217,Kauai,Wild forest,Obstructed,yes,9,F,3,22,64.5,77.1,24.9,282.74375,2017-08-09,11:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0262.thumb.jpg,Leaf litter
NA,NA,C-0263,S-07506,Yes,Proliferating (25+),22.081378,-159.426053,Kauai,Wild forest,Obstructed,yes,9,B,1,22.1,NA,76.1,25.6,281.6298701,2017-08-09,11:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0263.thumb.jpg,Flower
NA,NA,C-0263,S-07512,Yes,Proliferating (25+),22.081378,-159.426053,Kauai,Wild forest,Obstructed,yes,9,B,1,22.1,NA,76.1,25.6,281.6298701,2017-08-09,11:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0263.thumb.jpg,Flower
NA,NA,C-0264,S-05581,Yes,Few (4-10),22.08145,-159.426125,Kauai,Wild forest,Obstructed,yes,9,F,2,21.9,66.5,80.4,25.6,281.4824121,2017-08-09,11:42:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0264.thumb.jpg,Leaf litter
NA,NA,C-0265,S-05185,Yes,Proliferating (25+),22.081536,-159.426114,Kauai,Wild forest,Obstructed,yes,9,A,1,22.1,65.5,76.1,26.3,285.0911111,2017-08-09,11:43:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0265.thumb.jpg,Leaf litter
NA,NA,C-0265,S-07517,Yes,Proliferating (25+),22.081536,-159.426114,Kauai,Wild forest,Obstructed,yes,9,A,1,22.1,65.5,76.1,26.3,285.0911111,2017-08-09,11:43:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0265.thumb.jpg,Leaf litter
NA,NA,C-0266,S-07467,Yes,Few (4-10),22.081364,-159.426144,Kauai,Wild forest,Obstructed,yes,9,D,3,22.7,NA,79.4,24.9,281.4052288,2017-08-09,11:47:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0266.thumb.jpg,Leaf litter
NA,NA,C-0266,S-07472,Yes,Few (4-10),22.081364,-159.426144,Kauai,Wild forest,Obstructed,yes,9,D,3,22.7,NA,79.4,24.9,281.4052288,2017-08-09,11:47:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0266.thumb.jpg,Leaf litter
NA,NA,C-0267,NA,No,NA,22.100683,-159.375597,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,26.9,NA,70.2,28.4,127.08125,2017-08-09,13:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0267.thumb.jpg,Flower
NA,NA,C-0268,NA,Tracks,NA,22.100686,-159.375603,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25,63,70.3,28.4,137.9019074,2017-08-09,13:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0268.thumb.jpg,Leaf litter
NA,NA,C-0269,NA,Tracks,NA,22.102539,-159.386672,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.2,66,63.5,29.8,174.6430155,2017-08-09,13:29:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0269.thumb.jpg,Leaf litter
NA,NA,C-0270,S-05544,Yes,Very Few (1-3),22.102608,-159.387061,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.5,63,66.1,29.1,178.6509091,2017-08-09,13:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0270.thumb.jpg,Leaf litter
NA,NA,C-0271,S-07475,Yes,Few (4-10),22.081467,-159.426286,Kauai,Wild forest,Obstructed,yes,9,D,2,23,59,77.5,24.9,281.0586957,2017-08-09,11:48:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0271.thumb.jpg,Leaf litter
NA,NA,C-0271,S-07476,Yes,Few (4-10),22.081467,-159.426286,Kauai,Wild forest,Obstructed,yes,9,D,2,23,59,77.5,24.9,281.0586957,2017-08-09,11:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0271.thumb.jpg,Leaf litter
NA,NA,C-0271,S-07483,Yes,Few (4-10),22.081467,-159.426286,Kauai,Wild forest,Obstructed,yes,9,D,2,23,59,77.5,24.9,281.0586957,2017-08-09,11:48:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0271.thumb.jpg,Leaf litter
NA,NA,C-0271,S-07499,Yes,Few (4-10),22.081467,-159.426286,Kauai,Wild forest,Obstructed,yes,9,D,2,23,59,77.5,24.9,281.0586957,2017-08-09,11:48:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0271.thumb.jpg,Leaf litter
NA,NA,C-0272,S-05663,Yes,Very Few (1-3),22.069731,-159.413903,Kauai,Wild forest,Obstructed,no,NA,NA,NA,23.9,58,69.6,28.4,211.4065934,2017-08-09,12:43:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0272.thumb.jpg,Leaf litter
NA,NA,C-0272,S-05664,Yes,Very Few (1-3),22.069731,-159.413903,Kauai,Wild forest,Obstructed,no,NA,NA,NA,23.9,58,69.6,28.4,211.4065934,2017-08-09,12:43:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0272.thumb.jpg,Leaf litter
NA,NA,C-0273,S-05504,Yes,Few (4-10),22.082389,-159.350322,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,28.2,36,67.2,29.1,70.03666667,2017-08-09,12:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0273.thumb.jpg,Leaf litter
NA,NA,C-0273,S-05517,Yes,Few (4-10),22.082389,-159.350322,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,28.2,36,67.2,29.1,70.03666667,2017-08-09,12:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0273.thumb.jpg,Leaf litter
NA,NA,C-0274,NA,Tracks,NA,22.103158,-159.387669,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,66,67.7,29.1,181.9020101,2017-08-09,13:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0274.thumb.jpg,Leaf litter
NA,NA,C-0275,S-05603,Yes,Few (4-10),22.081447,-159.426214,Kauai,Wild forest,Obstructed,yes,9,C,3,22.2,68.5,79.8,24.9,281.8470255,2017-08-09,11:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0275.thumb.jpg,Leaf litter
NA,NA,C-0275,S-05604,Yes,Few (4-10),22.081447,-159.426214,Kauai,Wild forest,Obstructed,yes,9,C,3,22.2,68.5,79.8,24.9,281.8470255,2017-08-09,11:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0275.thumb.jpg,Leaf litter
NA,NA,C-0276,S-05593,Yes,Few (4-10),22.103956,-159.388547,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.6,68,77.5,28.4,188.888868,2017-08-09,13:49:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0276.thumb.jpg,Leaf litter
NA,NA,C-0276,S-05594,Yes,Few (4-10),22.103956,-159.388547,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.6,68,77.5,28.4,188.888868,2017-08-09,13:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0276.thumb.jpg,Leaf litter
NA,NA,C-0278,NA,No,NA,22.102517,-159.386714,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.5,NA,72.6,27.4,163.307554,2017-08-09,13:34:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0278.thumb.jpg,Flower
NA,NA,C-0279,NA,No,NA,22.102336,-159.386303,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.3,NA,71.1,27.6,161.5737931,2017-08-09,13:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0279.thumb.jpg,Invertebrate
NA,NA,C-0280,S-05567,Yes,Few (4-10),22.102325,-159.386303,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,68,67.7,27.4,161.2611684,2017-08-09,13:29:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0280.thumb.jpg,Leaf litter
NA,NA,C-0280,S-05575,Yes,Few (4-10),22.102325,-159.386303,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,68,67.7,27.4,161.2611684,2017-08-09,13:29:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0280.thumb.jpg,Leaf litter
NA,NA,C-0281,S-05586,Yes,Very Few (1-3),22.081308,-159.426189,Kauai,Wild forest,Obstructed,yes,9,A,0,21.8,69,78,24.9,283.2833333,2017-08-09,11:49:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0281.thumb.jpg,Leaf litter
NA,NA,C-0282,S-05607,Yes,Proliferating (25+),22.081308,-159.426189,Kauai,Wild forest,Obstructed,yes,9,D,1,22,69,79.5,24.9,283.666792,2017-08-09,11:48:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0282.thumb.jpg,Leaf litter
NA,NA,C-0282,S-05608,Yes,Proliferating (25+),22.081308,-159.426189,Kauai,Wild forest,Obstructed,yes,9,D,1,22,69,79.5,24.9,283.666792,2017-08-09,11:48:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0282.thumb.jpg,Leaf litter
NA,NA,C-0283,S-05219,Yes,Few (4-10),22.081319,-159.426267,Kauai,Wild forest,Obstructed,yes,9,C,2,22,70,80.5,25.6,284.374359,2017-08-09,11:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0283.thumb.jpg,Leaf litter
NA,NA,C-0283,S-05224,Yes,Few (4-10),22.081319,-159.426267,Kauai,Wild forest,Obstructed,yes,9,C,2,22,70,80.5,25.6,284.374359,2017-08-09,11:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0283.thumb.jpg,Leaf litter
NA,NA,C-0284,S-05195,Yes,Some (11-25),22.081356,-159.426164,Kauai,Wild forest,Obstructed,yes,9,C,1,21.7,70,79.8,24.9,283.8963415,2017-08-09,11:46:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0284.thumb.jpg,Leaf litter
NA,NA,C-0284,S-05196,Yes,Some (11-25),22.081356,-159.426164,Kauai,Wild forest,Obstructed,yes,9,C,1,21.7,70,79.8,24.9,283.8963415,2017-08-09,11:46:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0284.thumb.jpg,Leaf litter
NA,NA,C-0285,S-05595,Yes,Some (11-25),22.081478,-159.426103,Kauai,Wild forest,Obstructed,yes,9,B,3,22.1,69,76.1,25.6,286.7062147,2017-08-09,11:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0285.thumb.jpg,Leaf litter
NA,NA,C-0285,S-05598,Yes,Some (11-25),22.081478,-159.426103,Kauai,Wild forest,Obstructed,yes,9,B,3,22.1,69,76.1,25.6,286.7062147,2017-08-09,11:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0285.thumb.jpg,Leaf litter
NA,NA,C-0286,S-05220,Yes,Some (11-25),22.081408,-159.42615,Kauai,Wild forest,Obstructed,yes,9,B,2,22.1,66,76.9,25.6,289.3157163,2017-08-09,11:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0286.thumb.jpg,Leaf litter
NA,NA,C-0286,S-05221,Yes,Some (11-25),22.081408,-159.42615,Kauai,Wild forest,Obstructed,yes,9,B,2,22.1,66,76.9,25.6,289.3157163,2017-08-09,11:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0286.thumb.jpg,Leaf litter
NA,NA,C-0287,S-07493,Yes,Few (4-10),22.081397,-159.426083,Kauai,Wild forest,Obstructed,yes,9,A,2,22.1,67,76.1,26.3,287.0356234,2017-08-09,11:43:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0287.thumb.jpg,Leaf litter
NA,NA,C-0287,S-07494,Yes,Few (4-10),22.081397,-159.426083,Kauai,Wild forest,Obstructed,yes,9,A,2,22.1,67,76.1,26.3,287.0356234,2017-08-09,11:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0287.thumb.jpg,Leaf litter
NA,NA,C-0287,S-07495,Yes,Few (4-10),22.081397,-159.426083,Kauai,Wild forest,Obstructed,yes,9,A,2,22.1,67,76.1,26.3,287.0356234,2017-08-09,11:43:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0287.thumb.jpg,Leaf litter
NA,NA,C-0287,S-07500,Yes,Few (4-10),22.081397,-159.426083,Kauai,Wild forest,Obstructed,yes,9,A,2,22.1,67,76.1,26.3,287.0356234,2017-08-09,11:43:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0287.thumb.jpg,Leaf litter
NA,NA,C-0288,S-07481,Yes,Few (4-10),22.081539,-159.426136,Kauai,Wild forest,Obstructed,yes,9,A,3,22.1,69.5,80.4,25.6,287.6963907,2017-08-09,11:42:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0288.thumb.jpg,Leaf litter
NA,NA,C-0288,S-07489,Yes,Few (4-10),22.081539,-159.426136,Kauai,Wild forest,Obstructed,yes,9,A,3,22.1,69.5,80.4,25.6,287.6963907,2017-08-09,11:42:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0288.thumb.jpg,Leaf litter
NA,NA,C-0288,S-07496,Yes,Few (4-10),22.081539,-159.426136,Kauai,Wild forest,Obstructed,yes,9,A,3,22.1,69.5,80.4,25.6,287.6963907,2017-08-09,11:42:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0288.thumb.jpg,Leaf litter
NA,NA,C-0289,S-05671,Yes,Very Few (1-3),22.081461,-159.426097,Kauai,Wild forest,Obstructed,yes,9,F,1,21.8,64,77.1,24.9,277.7304965,2017-08-09,11:41:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0289.thumb.jpg,Leaf litter
NA,NA,C-0290,S-05560,Yes,Few (4-10),22.081394,-159.426297,Kauai,Wild forest,Obstructed,yes,9,E,2,22.1,67.5,77.4,24.9,280.7883212,2017-08-09,11:40:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0290.thumb.jpg,Leaf litter
NA,NA,C-0290,S-05564,Yes,Few (4-10),22.081394,-159.426297,Kauai,Wild forest,Obstructed,yes,9,E,2,22.1,67.5,77.4,24.9,280.7883212,2017-08-09,11:40:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0290.thumb.jpg,Leaf litter
NA,NA,C-0291,S-07514,Yes,Very Few (1-3),22.081581,-159.425928,Kauai,Wild forest,Obstructed,yes,9,E,1,22.9,67,79.5,24.9,283.2188552,2017-08-09,11:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0291.thumb.jpg,Leaf litter
